3	30	0.0012009026738
3	54	0.00658921017706
3	178	0.00757325097939
25	3	0.00562099252794
25	54	0.00542567051307
25	226	0.00378132290647
25	261	0.000599355297247
25	280	0.00587757157038
25	322	0.00327580466404
25	339	0.00593113187086
25	488	0.00281531222327
25	514	0.00305233498431
25	592	0.00810221871683
25	664	0.000975255171548
25	864	0.00361282744021
4	10	0.00780042353234
4	38	0.00719388498125
4	75	0.00325572214958
4	151	0.00515262699826
4	243	0.00243920181247
4	606	0.00908995917188
5	33	0.00122247608555
5	38	0.00531118006581
5	55	0.00241641904816
5	61	0.00467640487224
5	75	0.00867279755289
6	30	0.00748989978993
6	35	0.00447008853377
6	50	0.00498348291715
6	55	0.00186223649727
6	56	0.00426996537875
6	61	0.00126799663618
6	89	0.00933968719985
6	227	0.00805707846578
6	232	0.00284145363664
6	243	0.00692991078907
6	252	0.00446535511163
6	258	8.61972208813e-05
6	286	0.00570753761304
6	290	0.00165571576845
6	304	0.00985516919807
6	317	0.00963141046554
6	363	0.00331060817144
6	379	8.92768905517e-05
6	415	0.00566687155374
6	421	0.000186591801863
6	427	0.00872593666956
6	538	0.00137287122371
6	545	0.0097310347341
6	549	0.00662096323761
6	567	0.00175557649467
6	613	0.00233117324056
6	616	0.00973133766171
6	617	0.0067291844756
6	619	0.000643914143647
6	789	0.00288790246468
6	813	0.00650764164081
6	885	0.00437395131935
6	897	0.00925513128162
6	922	0.00741460214626
6	960	0.00219801338607
6	971	0.00689233018937
6	983	0.000546482310699
6	1032	0.0011699962148
6	1035	0.00934008205223
6	1144	0.0002039161516
6	1167	0.00991013609067
6	1218	0.00258133667125
6	1253	0.00954227927054
6	1396	0.000915627212692
6	1441	0.0079520205727
6	1468	0.006048109268
6	1478	0.00116719847459
6	1489	0.00220993874036
6	1531	0.000652931023118
6	1557	0.00596474251078
6	1648	0.000757156167887
6	1669	0.00853167989377
6	1701	0.00764253396244
6	1752	0.000340962980659
6	2843	0.00607181204829
6	2909	0.00428846067221
6	4134	0.0020588571529
6	4792	0.000606733992782
6	8282	0.00768915434777
7	32	0.00457697726968
7	38	0.00461722948855
7	54	0.00541390574063
7	55	0.00580674786929
7	93	0.00690558768222
7	105	0.00461008725971
7	228	0.00857609388715
7	299	0.00579624095606
7	524	0.00373117799377
8	19	0.00562663002971
8	30	0.00676818979643
8	33	0.00190269176535
8	39	0.00975389340446
8	61	0.00788474750052
8	135	0.000722340828658
8	151	0.00863000459909
8	154	0.00857106043929
8	163	0.00232876581964
8	175	0.00431279803029
8	226	0.00788711602936
8	255	0.00302375899996
8	271	0.00580915104917
8	349	0.00133360442103
8	371	0.00082473168811
8	373	0.000232945568818
8	377	0.00880193409582
8	379	0.00205717913274
8	391	0.00743251410574
8	392	0.00164154161077
8	402	0.00680993339818
8	431	0.00120971624983
8	566	0.000674656643183
8	622	0.00840249946389
8	628	0.00167367381628
8	656	0.00403929417058
8	675	0.0029795465237
8	681	0.00482994052964
8	756	0.00577392807961
8	802	0.00655510404486
8	810	0.00389549901478
8	938	0.0019730259031
9	34	0.00675602136391
9	86	0.00429103914673
9	94	0.0046588724509
9	151	5.28136079074e-05
9	214	0.000131861659109
9	243	0.000260195233867
9	250	6.95756409729e-05
9	261	0.00357160553448
9	370	0.00267284392367
9	379	0.00373414753874
9	390	0.00437977484056
9	391	0.00871923506299
9	421	0.000451803036421
9	626	0.00904234307501
9	658	0.000128659678027
9	715	0.00173947907102
9	857	0.00581111042432
10	30	0.00283186726407
10	34	0.00924203290508
10	154	0.000246780411254
10	168	0.0010086596779
10	219	0.0072274135178
10	246	0.00532568138139
10	405	0.00207900536041
10	609	0.00140021762051
10	619	0.00389169972772
10	656	0.00650448592421
10	668	5.35566623879e-05
10	761	0.000354581250145
10	779	0.00658615455298
11	19	0.00994599601187
11	30	0.00969787929265
11	36	0.00801437128184
11	75	0.00011895658988
11	95	0.00347016010577
11	105	0.00926508035595
11	127	0.00304464536623
11	228	0.00694533304917
11	230	0.00456225866785
11	246	0.00805971369052
11	257	0.00146452105897
11	282	0.00163816052375
11	285	0.00228615487388
11	299	0.00777896563419
11	308	0.00506489022566
11	310	0.00925120999341
11	322	3.29493144414e-05
11	372	0.00406055751233
11	439	0.000318886787895
11	506	0.00433847540471
11	514	0.00122672479941
11	608	0.00128739472796
11	613	0.00794507977834
11	617	0.00463539046992
11	673	0.00691112553295
11	674	0.00246645482429
11	677	3.81112409232e-07
11	756	0.00725957217149
11	765	0.0010341857496
11	798	8.98621934442e-05
11	806	0.00703056601627
11	817	0.00463827986183
11	825	0.0072945331426
11	826	0.00400474582291
11	837	0.0040229163319
11	871	0.00234906421565
11	904	0.00522429409931
11	913	0.00440790210441
11	943	0.00943392171033
11	955	0.00813164449709
11	971	0.00902690326227
11	975	0.0013773890882
11	978	0.0092821686181
11	989	0.00849793435536
11	1075	0.00176405278234
11	1111	0.000175040509529
11	1124	0.00958407972761
11	1127	0.00281706365861
11	1137	0.00183424832808
11	1144	0.00580277787816
11	1165	0.00329621172829
11	1203	0.00928620483087
11	1211	0.000683522520495
11	1253	0.00956318330318
11	1285	0.00902187398127
11	1286	0.0088226271589
11	1305	0.00893380873072
11	1407	0.0023439735811
11	1412	0.00591163825492
